paperTitle	citedPaperTitle
New Perspectives on Moving Domain Walls in (A)dS_(5) Space	Dynamic Dilatonic Domain Walls
New Perspectives on Moving Domain Walls in (A)dS_(5) Space	Spin-Two Glueballs, Positive Energy Theorems and the AdS/CFT
New physics in the charged relativistic Bose gas using zeta-function	Simple criterion for the occurrence of Bose-Einstein condensation
New physics in the charged relativistic Bose gas using zeta-function	Zeta-function regularization, the multiplicative anomaly and the
New physics in the charged relativistic Bose gas using zeta-function	On the relevance of the multiplicative anomaly
New physics in the charged relativistic Bose gas using zeta-function	Multiplicative anomaly and finite charge density
New remarks on the linear constraint self-dual boson and Wess-Zumino	Soldering Formalism: Theory and Applications
New Results from Glueball Superpotentials and Matrix Models: the	Matrix Models, Topological Strings, and Supersymmetric Gauge Theories
New Results from Glueball Superpotentials and Matrix Models: the	Elliptic Ruijsenaars-Schneider model via the Poisson reduction of the
New Results on the Odderon in QCD	Quasiclassical QCD Pomeron
New Results on the Odderon in QCD	Solution of the Odderon Problem
New S-dualities in N=2 supersymmetric SU(2) x SU(2) gauge theory	The Coulomb Phase of N=2 Supersymmetric QCD
New S-dualities in N=2 supersymmetric SU(2) x SU(2) gauge theory	The Vacuum Structure of N=2 SuperQCD with Classical Gauge Groups
New S-dualities in N=2 supersymmetric SU(2) x SU(2) gauge theory	Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge
New S-dualities in N=2 supersymmetric SU(2) x SU(2) gauge theory	S-Duality and Global Symmetries in N=2 Supersymmetric Field Theory
New S-dualities in N=2 supersymmetric SU(2) x SU(2) gauge theory	Mirror symmetry and Exact Solution of 4D N=2 Gauge Theories I
New series of 3D lattice integrable models	Star-Triangle Relation for a Three Dimensional Model
New series of 3D lattice integrable models	Elliptic solution for modified tetrahedron equations
New Solvable Lattice Models from Conformal Field Theory	Foundations of Rational Quantum Field Theory, I
New Solvable Lattice Models from Conformal Field Theory	Braiding in Conformal Field Theory and Solvable Lattice Models
New Solvable Lattice Models from Conformal Field Theory	On RSOS models associated to Lie algebras and RCFT
New Solvable Lattice Models from Conformal Field Theory	On the Construction of Trigonometric Solutions of the Yang-Baxter
New spin Calogero-Sutherland models related to B_N-type Dunkl operators	NULL
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Twenty Years of the Weyl Anomaly
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Phases of N=1 supersymmetric gauge theories in four dimensions
New Superconformal Field Theories in Four Dimensions and N=1 Duality	INSTANTON CALCULATIONS VERSUS EXACT RESULTS IN 4 DIMENSIONAL SUSY GAUGE
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Nonperturbative Effective Actions of N=2 Supersymmetric Gauge Theories
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Matching Conditions and Duality in N=1 SUSY Gauge Theories in the
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Duality and other Exotic Gauge Dynamics in Softly Broken Supersymmetric
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Tests for C-theorems in 4D
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Nonholomorphic Corrections to the One-Loop N=2 Super Yang-Mills Action
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Duality in supersymmetric gauge theories
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Universality of the Operator Product Expansions of SCFT_4
New Superconformal Field Theories in Four Dimensions and N=1 Duality	Positivity Constraints on Anomalies in Supersymmetric Gauge Theories
New Superconformal Field Theories in Four Dimensions and N=1 Duality	A proof of the irreversibility of renormalization group flows in four
New Superembeddings for Type II Superstrings	Super-Poincare Covariant Quantization of the Superstring
New Superembeddings for Type II Superstrings	On covariant kappa-symmetry fixing and the relation betwen the NSR
New Superembeddings for Type II Superstrings	Covariant Quantization of the Superstring
New Superembeddings for Type II Superstrings	Geometrical aspects of superbrane dynamics
New Superembeddings for Type II Superstrings	Covariant kappa-Symmetry Gauge Fixing and the Classical Relation
New Superembeddings for Type II Superstrings	Superbranes and Super Born-Infeld Theories as Nonlinear Realizations
New Superembeddings for Type II Superstrings	The Superparticle and the Lorentz Group
New Superembeddings for Type II Superstrings	A twistor formulation of the heterotic D=10 superstring with manifest
New Superembeddings for Type II Superstrings	Twistor-Like Type II Superstring and Bosonic String
New Superembeddings for Type II Superstrings	A New Sigma Model Action for the Four-Dimensional Green-Schwarz
New Superembeddings for Type II Superstrings	N=4 Topological Strings
New Supergravity Solutions for Branes in AdS_3 x S^3	Warped AdS near-horizon geometry of completely localized intersections
New Supergravity Solutions for Branes in AdS_3 x S^3	Comments on D-branes in AdS_3
New Supergravity Solutions for Branes in AdS_3 x S^3	New AdS_3 Branes and Boundary States
New Supergravity Solutions for Branes in AdS_3 x S^3	Holography and Defect Conformal Field Theories
New Supergravity Solutions for Branes in AdS_3 x S^3	Strings in AdS_3 and the SL(2,R) WZW Model. Part 3: Correlation
New Supergravity Solutions for Branes in AdS_3 x S^3	Permeable conformal walls and holography
New Supergravity Solutions for Branes in AdS_3 x S^3	Four-Dimensional Superconformal Theories with Interacting Boundaries or
New Supergravity Solutions for Branes in AdS_3 x S^3	Comments on D-branes in flux backgrounds
New Supergravity Solutions for Branes in AdS_3 x S^3	Supergravity Solution of Intersecting Branes and AdS/CFT with Flavor
New Supergravity Solutions for Branes in AdS_3 x S^3	Black Holes in String Theory
New Supergravity Solutions for Branes in AdS_3 x S^3	Gauge-Invariant and Gauge-Fixed D-Brane Actions
New Supergravity Solutions for Branes in AdS_3 x S^3	Kappa-Symmetry, Supersymmetry and Intersecting Branes
New supersymmetric generalization of the Liouville equation	N=1,2 Super-NLS Hierarchies as Super-KP Coset Reductions
New symmetries for Abelian gauge theory in superfield formulation	BRST cohomology and Hodge decomposition theorem in Abelian gauge theory
New topological field theories in two dimensions	Time evolution in general gauge theories defined on inner product spaces
New Topological Theories and Conjugacy Classes of the Weyl Group	The Lax Operator Approach for the Virasoro and the W-Constraints in the
New Type of Vector Gauge Theory from Noncommutative Geometry	BRST Quantization of Gauge Theory in Noncommutative Geometry: Matrix
New Vacua of Gauged N=8 Supergravity	Universality of the Operator Product Expansions of SCFT_4
New Vacua of Gauged N=8 Supergravity	The Large N Limit of Superconformal Field Theories and Supergravity
New Vacua of Gauged N=8 Supergravity	Anti De Sitter Space And Holography
New Vacua of Gauged N=8 Supergravity	Superconformal Field Theory on Threebranes at a Calabi-Yau Singularity
Newtonian versus black-hole scattering	Statistical Entropy of Nonextremal Four-Dimensional Black Holes and
Newtonian versus black-hole scattering	Comparing decay rates for black holes and D-branes
Newtonian versus black-hole scattering	D-branes and Near Extremal Black Holes at Low Energies
Newtonian versus black-hole scattering	Universal Low-Energy Dynamics for Rotating Black Holes
Newtonian versus black-hole scattering	Can the effective string see higher partial waves?
Newtonian versus black-hole scattering	Absorption of photons and fermions by black holes in four dimensions
Newtons Second Law in a Noncommutative Space	Hydrogen Atom Spectrum and the Lamb Shift in Noncommutative QED
Newtons Second Law in a Noncommutative Space	Newtons Second Law in a Noncommutative Space
Nielsen-Olesen strings in Supersymmetric models	Type I Superconductivity upon Monopole Condensation in Seiberg-Witten
Nielsen-Olesen strings in Supersymmetric models	Metastable Strings in Abelian Higgs Models Embedded in Non-Abelian
Nielsen-Olesen strings in Supersymmetric models	Fermion zero modes in N=2 supervortices
Nielsen-Olesen strings in Supersymmetric models	Aspects of N=2 Supersymmetric Gauge Theories in Three Dimensions
Nielsen-Olesen vortices in noncommutative space	Noncommutative Solitons
Nielsen-Olesen vortices in noncommutative space	Exact Noncommutative Solitons
Nielsen-Olesen vortices in noncommutative space	Solitons in Noncommutative Gauge Theory
Nielsen-Olesen vortices in noncommutative space	D-branes and the Noncommutative Torus
Nilpotent invariants in N=4 SYM	Non-Perturbative Greens Functions in Theories with Extended
Nilpotent invariants in N=4 SYM	Operator product expansions in four-dimensional superconformal field
Nilpotent invariants in N=4 SYM	Superconformal Invariants and Extended Supersymmetry
Nilpotent invariants in N=4 SYM	Absorption by Branes and Schwinger Terms in the World Volume Theory
Nilpotent invariants in N=4 SYM	The Large N Limit of Superconformal Field Theories and Supergravity
Nilpotent invariants in N=4 SYM	Anti De Sitter Space And Holography
Nilpotent invariants in N=4 SYM	Yang-Mills instantons vs. type IIB D-instantons
Nilpotent invariants in N=4 SYM	A note on four-point functions of conformal operators in N=4 Super-Yang
Nilpotent invariants in N=4 SYM	Bonus Symmetry and the Operator Product Expansion of N=4
No First-Order Phase Transition in the Gross-Neveu Model?	Emergence of Skyrme crystal in Gross-Neveu and t Hooft models at finite
No N=4 Strings on Wolf Spaces	How Many N=4 Strings Exist ?
Non abelian bosonisation in three dimensional field theory	Bosonization as Duality
Non abelian bosonisation in three dimensional field theory	Bosonization and Duality of Massive Thirring Model
Non abelian bosonisation in three dimensional field theory	Bosonisation in Three-Dimensional Quantum Field Theory
Non commutative geometry and super Yang-Mills theory	D-branes and the Noncommutative Torus
Non Local Observables and Confinement in BF Formulation of Yang-Mills	Gauged Hyperinstantons and Monopole Equations
Non Local Observables and Confinement in BF Formulation of Yang-Mills	The Donaldson-Witten Invariants in Pure QCD with Order and Disorder t
Non Local Observables and Confinement in BF Formulation of Yang-Mills	The BF Formalism for Yang-Mills Theory and the `t Hooft Algebra
Non periodic Ishibashi states: the su(2) and su(3) affine theories	On Discrete Symmetries in su(2) and su(3) Affine Theories and Related
Non periodic Ishibashi states: the su(2) and su(3) affine theories	Boundary Conformal Field Theory and Fusion Ring Representations
Non periodic Ishibashi states: the su(2) and su(3) affine theories	Symmetric boundary conditions in boundary critical phenomena
Non trivial critical exponents for finite temperature chiral transitions	Dimensional reduction of the chiral-continous Gross-Neveu model
Non(anti)commutative Superspace	One-loop four-point function in noncommutative {cal N}=4 Yang-Mills
Non(anti)commutative Superspace	The one-loop effective action of noncommutative {cal N}=4 super
Non(anti)commutative Superspace	Tools for supersymmetry
Non--trivial Fixed Point in Four Dimensional Scalar Field Theory and the	O(N) Sigma Model as a Three Dimensional Conformal Field Theory
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Curvature Singularities: the Good, the Bad, and the Naked
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Finite Temperature Effects in the Supergravity Dual of the N=1* Gauge
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Supersymmetry and F-theory realization of the deformed conifold with
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Non-Extremal Gravity Duals for Fractional D3-Branes on the Conifold
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Little String Thermodynamics
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	The Large N Limit of Superconformal Field Theories and Supergravity
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Anti De Sitter Space And Holography
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Baryons and Domain Walls in an N = 1 Superconformal Gauge Theory
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Gravitating Non-Abelian Solitons and Black Holes with Yang-Mills Fields
Non-abelian 4-d black holes, wrapped 5-branes, and their dual	Gravitational Stability and Renormalization-Group Flow
Non-Abelian Antisymmetric-Vector Coupling from Self-Interaction	Generating Vector Boson Masses
Non-Abelian Antisymmetric-Vector Coupling from Self-Interaction	BV QUANTIZATION OF A VECTOR-TENSOR GAUGE THEORY WITH TOPOLOGICAL
Non-Abelian BFFT embedding, Schr"odinger quantization and the anomaly	Nonlocally Regularized Antibracket-Antifield Formalism and Anomalies in
Non-Abelian BFFT embedding, Schr"odinger quantization and the anomaly	A Superspace Formulation for the Master Equation
Non-Abelian BFFT embedding, Schr"odinger quantization and the anomaly	Higher Loop Anomalies and their Consistency Conditions in Nonlocal
